"ID"	"우선순위"	"유형"	"확인수준"	"수정위치"	"원문위치"	"문제"	"원문발췌"	"수정안_필요근거"	"보존할내용"	"im-not-ai규칙"
"MD-04"	"보통"	"구조"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1020; experiments/model-selection.md:1106; experiments/model-selection.md:1128; experiments/model-selection.md:1144; experiments/model-selection.md:1148; experiments/model-selection.md:1152; experiments/model-selection.md:1161; experiments/model-selection.md:1179; experiments/model-selection.md:1200; experiments/model-selection.md:1216; experiments/model-selection.md:1238; experiments/model-selection.md:1246; experiments/model-selection.md:1255; experiments/model-selection.md:1306; experiments/model-selection.md:1374; experiments/model-selection.md:1638; experiments/model-selection.md:1146"	"“방식(a)”, “부록 E6 §6”, “§3.1/§4/§7.3/§8/§11”, “같은 디렉토리”, 생략된 파일명이 서로 다른 문서의 절을 가리킨다. 특히 A.21의 “§8”은 본문 E6 §8과 A.21 내부 8절을 혼동시킨다."	"§7.3 문장 3형"	"외부 설계의 절은 “E6 설계 §7.3”, 이 페이지 부록 안의 절은 “A.21.8”처럼 문서명과 부록 번호를 함께 쓴다. 원문 파일은 최초 출처 디렉토리로 이동하는 명시적 링크와 전체 파일명 목록을 제공한다. “방식(a)”은 뒤에 이미 있는 HTTP 실서버 설명만으로 이해되게 정리한다."	"기존 문서·파일명·절 번호의 실제 대상과 역사 기록"	""
"MD-05"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1050"	"게임 두 판 정상 완주를 확인했다고 쓰지만 괄호 안 DB 근거는 12b 폴백 0/17만 제시한다. 정상 완주·폴백 0·수집기 실패는 다른 관측이다."	"**게임 자체는 두 판 모두 정상 완주였다**(DB 이벤트 로그로 확인: 12b 판 폴백 0/17)"	"두 시도의 종료 상태와 모델별 폴백 집계를 출처 필드로 분리해 제시한다. e4b 첫 실행의 완주 근거가 없으면 확인한 범위만 쓴다. 잘못된 gate_pass=false와 재실행 정본의 관계는 유지한다."	"실제 게임과 계측기 예외의 구별·정본 파일명·삭제 metrics 2줄 이력"	""
"MD-06"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1066; experiments/model-selection.md:1070; experiments/model-selection.md:1074"	"55.4초 연속 요청의 429 부재만으로 티어·공칭 RPM 범위를 추정한다. 후속 사용자 확인은 유료 여부를 뒷받침하지만 정확한 Tier 1·150~300 RPM과 11번째 콜 제한은 이 관측만으로 정해지지 않는다."	"**이 키는 결제 계정이 연결된 유료 티어(Tier 1, 공칭 150~300 RPM)로 판단된다.**"	"40콜/55.4초·429 0건은 실측으로 남기고, 유료 여부는 A.11의 사용자 확인으로 분리한다. 티어·RPM은 당시 모델/프로젝트별 콘솔 기록 또는 당시 공식 한도 문서가 있어야 적는다. 문구 예: “이 실행에서는 40콜 동안 429가 발생하지 않았다. 이후 사용자가 유료 키임을 확인했다.”"	"측정값·사용자 확인·무료 기준 10 RPM을 유지한 결정"	""
"MD-07"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1076; experiments/model-selection.md:1082"	"30 RPM을 “안전한 운영값” 후보로 둔 근거가 1분 미만 단독 실측과 추정 티어다. 표는 max(raw,간격)의 합성 계산이며 장시간·동시 요청 운영 보장을 측정한 것이 아니다."	"**30 RPM**이 안전한 운영값 후보다."	"“단독 프로브와 게이트 산식만 보면 30 RPM을 검토할 수 있으나 운영 안정성은 미측정이다”로 좁힌다. 게이트 표에는 합성 계산·순차 10콜·첫 요청 대기 처리·공유 페이싱의 가정을 적는다. 최종 10 RPM 유지 결정은 그대로 둔다."	"≥12·≥20·30 RPM·표의 raw/eff 계산·당시의 가정적 시나리오"	""
"MD-10"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1096; experiments/model-selection.md:1098; experiments/model-selection.md:1448; experiments/model-selection.md:1529"	"짧은 무료 키 실험에서 관찰한 지연·daily cap을 “무료 기준 온라인 대안 없음” 또는 “어떤 역할로도 운영 후보가 아니다”로 확장한다. 생성 모델의 한도는 A.21 임베딩 서비스와 같은 제약이라고 단정할 수 없다."	"무료 키는 어떤 역할로도 운영 후보가 아니다(하루 20요청)."	"“이번에 시험한 프로젝트·키의 gemini-3-flash-preview NPC 구성은 해당 시점 하루 20요청 상한으로 제외했다”처럼 모델·역할·시점을 명시한다. A.11의 Core 결론과 A.19의 NPC 결론을 구분하고, A.21 Gemini 임베딩 채택은 별도 모델·한도라고 연결한다."	"무료 키 후보 제외 당시 결정·20요청·14/80 성공·66실패·임베딩 최종 채택"	""
"MD-11"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1111"	"0.8b만 Q8_0인 혼재를 “정밀도가 높으므로 하강 결론에 보수적”이라고 정리한다. 높은 양자화 정밀도가 해당 행동 지표를 한 방향으로 바꾼다는 자료는 제시하지 않는다."	"정밀도가 더 높은 쪽 — 하강 결론에 보수적"	"Q4 태그 부재와 Q8_0 사용은 그대로 보고한다. “양자화가 달라 크기 효과만 분리할 수 없다”를 추가하고 보수적 방향의 단정은 별도 동일모델 Q4/Q8 비교 근거가 있을 때만 남긴다."	"0.8b Q8_0·9b/4b/2b Q4_K_M·재pull 이력·관측 수치"	""
"MD-15"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1148; experiments/model-selection.md:1268"	"“비열등 참”, “형해화”, “절대 축”은 기준선이 약해서 형식상 통과해도 실제 채택하지 않았다는 핵심을 숨긴다. 통계적 비열등 검정을 한 것처럼 읽힐 수도 있다."	"§4 기준이 사실상 형해화됐다"	"“기준선이 실제 판정 항목 4개 중 1개만 통과했으므로, 그 항목을 유지하는 조건만으로는 후보의 정책 수행 능력을 충분히 구별하지 못했다”로 풀고 실제 판정 기준 링크를 붙인다. 비열등은 문서의 운영 규칙이며 통계 검정 결과가 아니라는 설명을 한 번 둔다."	"기준선의 낮은 통과 수·형식 통과/최종 비채택 구별·p95/VRAM 수치"	""
"MD-16"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1152; experiments/model-selection.md:1236"	"전사문 전수 검수와 judge 만장일치는 정책 분류를 확인하는 근거다. “실제 7세 문체”, “판정 정당”, “실제 현상”은 실제 아동 언어 검증이나 judge 타당성 검증으로 읽힐 수 있다."	"PASS 응답은 실제 7세 문체"	"“PASS 응답은 이 실험의 7세 정책 기준에 맞는지 전수 검수했다”로 범위를 명시한다. 검수 주체·기준·응답 수를 적고 실제 발화 인용은 그대로 둔다. A.15의 재판정 결과는 v2에서도 동일 분류였다는 범위로 쓴다."	"전수 검수·v2 판정 결과·직접 인용·다수결 및 만장일치 수치"	""
"MD-17"	"보통"	"수치·정의"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1152; experiments/model-selection.md:1196; experiments/model-selection.md:1200; experiments/model-selection.md:1279; experiments/model-selection.md:1337"	"A.12와 A.14는 같은 transcripts를 재사용한다. 한자 혼입 2/25를 “일치하는 재확인”이라고 하면 독립 재현으로 오해할 수 있고 한자/비한글/외국 문자 지표의 검사 범위도 흔들린다."	"한자 혼입 8%는 A.12 관측(2/25)과 일치하는 재확인이다."	"“A.12와 같은 25개 응답에서 한자 혼입 2건을 다시 집계했다”로 적는다. 검사 대상이 한자·영문·모든 비한글 중 무엇인지, 분모가 발화 25개인지 문자 수인지 정의한다."	"동일 원문 재사용·2/25=8%·영문만 검사하던 하네스·원 인용"	""
"MD-18"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1185; experiments/model-selection.md:1206; experiments/model-selection.md:1297; experiments/model-selection.md:1330"	"순서를 바꿔 판정이 달라지면 전부 위치 편향으로 처리한다. 순서 변화 외에도 확률적 judge 변동이 있을 수 있어 원인까지 식별했다고 보기 어렵다."	"불일치는 위치 편향으로 무효 처리"	"“순서를 바꾼 두 다수결 판정이 다른 쌍은 비교 집계에서 제외했다. 위치 영향과 판정 변동을 분리하지는 않았다”로 쓴다. 표의 무효 열도 “순서 교환 불일치”로 정의하고 제외 규칙은 유지한다."	"스왑 2회·각 3표·무효 처리 정책·모든 승수와 무효수"	""
"MD-19"	"보통"	"주장 범위"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1189; experiments/model-selection.md:1200; experiments/model-selection.md:1202; experiments/model-selection.md:1272; experiments/model-selection.md:1279; experiments/model-selection.md:1287; experiments/model-selection.md:1346"	"승수로 우세한 방향은 읽을 수 있지만 표본 25·단일 judge·항목별 무효 수가 다른 상황에서 큰 차이·비등·강점 등 강한 요약을 쓴다. 유효 쌍 분모가 요약과 함께 보이면 범위가 분명해진다."	"**발화 품질 3개 항목에서 exaone이 큰 차이로 우세하다**"	"“유효 판정에서 exaone 승수가 더 많았다(자연스러움 18:3, 관련성 18:3, 페르소나 14:2)”로 표본 범위를 붙인다. 항목별 유효 n·무효·무승부를 함께 제시하며 통계적 유의성·동등성은 주장하지 않는다는 기존 제한을 유지한다."	"원 승수·측정항목·E6 정책과 A/B 품질의 별도 지위"	""
"MD-20"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1200; experiments/model-selection.md:1279"	"단답/장문의 평균 길이와 7세 말투 점수의 연관을 원인처럼 쓴다. 길이를 통제한 실험이나 judge 편향 분리 측정은 없다."	"장광설(83.5자) 탓에 7세 말투 최하이고"	"“2.4b는 평균 83.5자로 가장 길었고, 7세 말투 승수도 낮았다. 길이의 영향을 분리하지는 않았다”로 쓴다. 4b 9.1자의 원인 추정 역시 가능성으로 남기고 새 확신을 추가하지 않는다."	"83.5·35.0·9.1자·승수·편향 가능성·원문 한계"	""
"MD-21"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1202; experiments/model-selection.md:1287; experiments/model-selection.md:1122; experiments/model-selection.md:1266"	"exaone 정책 ON의 collapse 값은 toddler인데 결정 요약은 “어른화”만 표시한다. 실제로 항목1 사실·항목2/5가 모두 미달해 둘은 충돌 없이 설명할 수 있으나 분류값과 별도 신호를 구분해야 한다."	"`exaone`은 7세 정책 1/5(어른화 신호)"	"표에 “collapse=toddler(사실 항목 우선 판정); 어른화 관련 항목도 미달”처럼 공식 분류와 보조 관찰을 구분한다. exaone2.4b를 처음 양방향 프로필이라고 부른 A.16과도 판정 규칙·대상을 대조한다."	"기존 collapse 값·1/5·어른화 항목 실패·분류 우선순위"	""
"MD-22"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1220; experiments/model-selection.md:1222; experiments/model-selection.md:1226; experiments/model-selection.md:1236; experiments/model-selection.md:1238; experiments/model-selection.md:1240; experiments/model-selection.md:1246; experiments/model-selection.md:1261; experiments/model-selection.md:1318; experiments/model-selection.md:1458; experiments/model-selection.md:1473"	"v2는 이유 지어내기를 일부 허용하지만 표 머리글은 계속 “왜=몰라”다. “관대해진/완화”는 0.8b가 더 엄격하게 재분류된 사실과 함께 읽기 어렵다."	"왜=몰라"	"원 식별자는 보존하되 “항목2(v2: 아이다운 이유·모름·딴 이야기 허용)” 설명을 붙인다. “관대해진 기준” 대신 “개정한 v2 기준”으로 지칭해 일부는 상승하고 일부는 하락한 재분류를 정확히 나타낸다. 실제 사용자 인용은 고치지 않는다."	"항목 번호·v1/v2 구분·모든 재판정 수치·사용자 발화"	""
"MD-25"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1132; experiments/model-selection.md:1144; experiments/model-selection.md:1268"	"ON−OFF의 items 개수 차이0을 정책 “순효과가 없다”로 해석한다. 같은 통과 항목 수라도 항목별 rate는 변하며 작고 반복된 표본만으로 효과 부재를 확인할 수 없다."	"정책 프롬프트 순효과가 없다."	"“통과 항목 수는 ON/OFF 모두1로 같았다. 항목별 rate 차이는 표와 같으며 정책 효과 부재를 입증한 것은 아니다”로 제한한다. 4b의 +2와 2b의0도 항목 수 차이임을 머리글에 명시한다."	"ON−OFF 집계값·개별 rate·비열등 형식 판정·n=5"	""
"MD-26"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1272"	"A.16 A/B 표는 각25쌍이라고 하지만 승수만 남겨 합계가25가 아닌 행들의 무승부·무효 수를 볼 수 없다. 유효율이 다르면 15:4와10:4의 의미도 달라진다."	"| 한국어 자연스러움 | **15 : 4** | 9 : 10 (비등) |"	"각 비교를 A.14와 같은 승/패/무승부/무효 형식으로 펼친다. 원자료에서 누락된 범주를 확인해 채우며 25에서 단순 차감해 모두 무효로 간주하지 않는다."	"모든 승수·25쌍·순서 교환 규칙"	""
"MD-28"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1318; experiments/model-selection.md:1324"	"세 후보가 “항목1에서만 미달”이라고 하지만 gemma e4b·midm은 항목3도0.7 미만이다. 항목3이 관측 전용이어서 판정 항목 중에서는 사실일 수 있으나 지금 문장은 모든5항목을 말하는 것처럼 보인다."	"**항목 1(사실대로)에서만 미달**"	"“판정에 쓰는 항목 중에서는 항목1만 미달했다. 관측 전용 항목3은 e4b0.4·midm0.6이었다”처럼 판정/관측 범위를 명시한다. 민감 사실 회피의 원인 설명은 원응답 관찰이라는 수준으로 유지한다."	"각 rate·0.7 기준·항목3 비판정 지위·같은 실패케이스 인용"	""
"MD-30"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1330; experiments/model-selection.md:1337; experiments/model-selection.md:1346; experiments/model-selection.md:1781"	"자연스러움9:7에 무효9건인 표를 “사실상 대등권”이라고 요약한다. 검정·허용차 기준 없이 동등성을 입증한 것처럼 보일 수 있다."	"**사실상 대등권**"	"“자연스러움 유효16쌍에서 exaone9승·kanana7승, 무효9쌍이었다”로 제시하고 동등성 입증 여부는 별개라고 적는다. 채택 이유는 수치와 실제 운영 판단으로 설명한다."	"9·7·9·25쌍·단일judge·kanana 채택 결정"	""
"MD-31"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1169; experiments/model-selection.md:1342"	"A.13/A.17의 warm 시점 아티팩트는 아직 Core를 로드하지 않았으므로 축출로 세면 안 되는 사례다. A.9 e4b의 실제 초기 NPC 언로드와 “동류”로 묶으면 서로 다른 현상을 혼동시킨다."	"A.9의 초기 로드 관측과 동류"	"“이1건은 Core 로드 전 스냅샷을 축출로 집계한 러너 아티팩트다. A.9의 실제 초기 NPC 언로드와는 구별한다”로 정리하고 스냅샷 시점·판정 규칙 근거를 붙인다."	"원 기록의evictions1·교대구간0·초기로드실제축출 관측"	""
"MD-32"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1359; experiments/model-selection.md:1368"	"루프 표는 전체16콜·NPC agent3콜과 별개로 회피0/21발화·평균11.4자를 보고한다. 21의 수집 범위와 평균 표본을 제시하지 않아 서비스 호출·대화 발화·플레이어 발화를 혼동할 수 있다."	"| 관리 항목 ① 회피성 응답 | 0 / 21 발화 |"	"21발화에 들어가는 대화 경로와 플레이어 출력 포함 여부를 명시한다. 문자 혼입0과 평균11.4자의 분모, 회피 판정 주체·기준을 붙인다. 게이트 통과는 이1회차 스모크 범위로 유지한다."	"16콜 역할합·21발화·11.4자·0관측·61.4s·점수8.8"	""
"MD-33"	"보통"	"구조"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1374; experiments/model-selection.md:1592; experiments/model-selection.md:1772"	"비공개·gitignore 원시 파일을 여러 개 열거한 뒤 이 부록을 정본이라고 한다. 독자는 실행 조건·집계 분모·수치 산식을 공개 자료만으로 재확인하기 어렵다. 민감 로그를 그대로 공개할 필요는 없다."	"gitignore — 이 부록이 정본"	"공개 가능한 실행 요약을 붙인다: 실행일·코드ref·모델·역할·반복단위·집계/제외규칙·파싱실패/폴백 수·표생성 방법. 비공개 원문은 비공개라고 표시하고 공개 요약이 재현 원자료 전체는 아니라는 범위를 적는다. 개인 발화·키·운영 세부값은 추가 공개하지 않는다."	"원시 출처의 존재·정본/스냅샷 지위·공개 가능한 집계값"	""
"MD-37"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1396"	"evaluator p50×10은 실제 연속 10콜 시간이나 그 p95와 다른 합성 지표다. 호출을 묶으면 1회라는 미구현 변경을 현재 외부 API의 불리함을 설명하는 근거로 섞는다."	"채점 호출을 묶으면 실제 호출은 1회가 되고"	"현재 지표 정의와 호출 수를 먼저 적고, 묶음 호출은 “별도 설계안이며 품질·지연 미측정”으로 분리한다. 실제 밤 채점 벽시계 시간과 합성값을 비교하려면 동일 시도에서 둘을 기록한다."	"p50×10·30초 임계값·현행 10콜·미측정 설계의 지위"	""
"MD-38"	"보통"	"독해"	"추가 출처 확인 필요"	"정본과 해설"	"experiments/model-selection.md:1406; experiments/model-selection.md:1412; experiments/model-selection.md:1418"	"완주 표에 Core만 쓰고 플레이어 모델이 빠져 있으며 다음 문단은 “Core gemma4 플레이어(Core gemma4...)”로 역할명이 뒤엉킨다. 플레이어 변경과 GPU 경합을 구별해야 한다."	"Core gemma4 플레이어(Core gemma4, NPC kanana)"	"완주 표에 Core/NPC/플레이어/think/페르소나/동시 작업 열 또는 주석을 둔다. “플레이어에 gemma4를 사용한 추가 1판(Core gemma4, NPC kanana)”처럼 역할을 분리한다. 실제 모델은 실행 설정을 확인해 채운다."	"1판 5회차·점수·결말·시간·모델 역할·확률적 점수의 제한"	""
"MD-41"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1425; experiments/model-selection.md:1427; experiments/model-selection.md:1435"	"20케이스×repeat 2가 80평가턴이 되는 추가 턴 구조와 kanana 82턴의 차이가 표에서 설명되지 않는다. 성공 요청 80과 하네스 재시도 2는 서로 다른 집계다."	"20케이스 × repeat 2 = 구조상 80평가턴"	"케이스당 평가 대상 턴 수와 82가 된 이유를 원러너에서 확인한다. 논리 턴·NPC 호출 시도·분류기 시도·성공 응답·미복구 폴백을 나눈 집계 정의를 둔다. 수정 전후 Haiku 지연을 별도 실행 행으로 나누면 비교가 명확해진다."	"80·82·14/80·66실패·NPC 재시도와 스텁 결함 구별"	""
"MD-43"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1484"	"20발화를 두 채점기로 각 2회 채점했는데 파싱 실패 0/20·자기일치 20/20·채점기 간 19/20의 계산 단위가 서로 다르다. 원시 판정 80개와 비교쌍 20개를 구분해야 한다."	"각 2회 재채점한 결과 파싱 실패 0/20(양쪽 다)"	"각 모델 20발화×2회=40판정인지 확인하고 파싱 실패는 실제 판정 건수, 자기일치와 모델 간 일치는 비교쌍 수로 표기한다. 모델 간 일치가 어느 회차·집계 규칙 기준인지 적는다."	"20발화·2회·19/20=95%·유일한 불일치 원인용"	""
"MD-45"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1494; experiments/model-selection.md:1500; experiments/model-selection.md:1502; experiments/model-selection.md:1650"	"어댑터 수정·러너 스텁·서버 입력 상한·judge thinking이 한 목록에 섞여 모델 실패와 계측 실패를 독자가 다시 분류해야 한다. SDK 동작 진술도 특정 1.6.0 환경에 묶어야 한다."	"**Anthropic SDK 1.6.0 `temperature` 인자 소실**"	"모델 응답 위반(planner), 어댑터 호환(Haiku), 평가 러너 결함(분류기·thinking), selfplay 입력 결함을 표로 구분한다. 각 행에 영향을 받은 실행·수정 커밋·재실행 여부를 붙인다. temperature 설명은 당시 SDK·모델 설정 기준이라고 한정한다."	"커밋·버전·코드 식별자·실패 인용·수정 전후 응답·하네스 기록"	""
"MD-47"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1181; experiments/model-selection.md:1257; experiments/model-selection.md:1308; experiments/model-selection.md:1521; experiments/model-selection.md:1638; experiments/model-selection.md:1715"	"“사용자 프레임”, “내 몫”, “오늘”, “결정은 사용자”, “sonnet 최종 검토 B등급”은 대화 참여자와 작업 시점을 알아야 이해된다. 코드 리뷰 등급이 실험 모델 성능 등급처럼 보일 수 있다."	"내 몫 예산(~$4) 안."	"“이 실행분에 배정된 예산(~$4) 안”처럼 집계 범위를 주어로 쓴다. 오늘은 기록일로, sonnet 최종 검토 B등급은 구현 코드 검토 등급(B)으로 명시한다. 사용자와 Scenario Director가 같은 역할인지는 정본에서 정의하고 실제 발화 인용은 보존한다."	"역할·예산·당시 결정 대기·코드 리뷰 등급·직접 발화"	""
"MD-48"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1550; experiments/model-selection.md:1553; experiments/model-selection.md:1565"	"채점 캘리브레이션은 임베딩 모델 자체의 우열보다 후보 top-3 절단과 전체 8개 전달의 차이다. 유사도 랭킹을 쓰지 않는 쪽이 정확하다는 주장은 그 조건의 결과로 제한해야 한다."	"유사도 랭킹을 쓰지 않는 쪽이 채점에 더 정확했기 때문이다."	"“당시 골든 세트에서 top-3 후보만 전달하는 경로보다 전체 8개를 전달하는 경로의 채점 결과가 나았다”로 적는다. 후보 선정 대상(정답 주장/유저 주장)과 분모를 원코드에서 확인해 일관되게 설명한다. 임베딩 비교 미실행 결정은 남긴다."	"65.3→100.0·25.7→19.4·2회 반복·0.0%p·09-06 경로 삭제"	""
"MD-50"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1596"	"추천을 플레이어가 선택한다는 사실로 오추천이 게이트에 무해하다고 단정한다. 채점 코드 직접 격리는 확인 가능하지만 추천이 선택·게임 진행에 미치는 간접 영향은 다른 문제다."	"틀려도 게이트에 무해한 자리"	"“추천 순위를 정하며 최종 선택은 플레이어가 한다. 채점·NPC 기억·단서 해금에는 직접 호출하지 않는다”로 구현 범위를 쓴다. 사용자 경험에 해가 없다는 판정은 오추천을 포함한 플레이 검증이 필요하다."	"직접 쓰기 대안 3개·Strategy·예외 폴백·직접 격리·자매 프로젝트 참고"	""
"MD-53"	"보통"	"독해"	"추가 출처 확인 필요"	"정본과 해설"	"experiments/model-selection.md:1607; experiments/model-selection.md:1623; experiments/model-selection.md:1664; experiments/model-selection.md:1686; experiments/model-selection.md:1695; experiments/model-selection.md:1726; experiments/model-selection.md:1732"	"top-1/3 적중률, top-1 일치, Jaccard, Kendall τ가 모두 인접해 있다. 분모·집계법·순위 방향·동률 처리가 없어 비전공 독자가 정확도와 모델 간 일치를 혼동하기 쉽다."	"| 쌍 | top-1 일치 | top-3 Jaccard | Kendall τ |"	"표 주석에 적중률=정답 행동 포함 문장 수/전체 문장 수, top-1 일치=두 모델의 첫 추천이 같은 비율, Jaccard=상위 3개 집합의 겹침, τ=전체 순서의 일치라고 설명한다. Jaccard·τ의 문장별 평균 여부와 동률 처리는 러너 기준으로 적는다. 0.909=20/22 같은 건수를 주요 행에 병기한다."	"모든 수치·n=30/n=22·행동 목록·일치와 정확도의 구별"	""
"MD-56"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1632; experiments/model-selection.md:1703"	"다른 모델과 τ≈0이라는 이유로 어간 순서가 무의미하다고 할 수 없다. 모델 간 비일치는 정답 기준 평가와 다르며 어간 top-3도 0.833/0.818이다."	"어간 겹침은 순서가 무의미"	"“어간 순위는 임베딩 순위와 일치도가 낮았고 정답 top-1 적중률은 30문장에서 0.300, 22문장에서 0.364였다”로 지표를 분리한다. 무의미하다는 해석은 내용 정정 대상으로 다루며 자동 윤문하지 않는다."	"τ·어간 top-1/top-3·기존 폴백 역할"	""
"MD-57"	"보통"	"구조"	"공개 문서 대조"	"정본과 해설"	"experiments/model-selection.md:1638"	"판정 목록에 게이트·코드 리뷰·예외 처리·테스트 960개·최종 provider·초기 후보·설정 오타가 섞여 있다. 서로 다른 시점의 항목을 독자가 재구성해야 한다."	"sonnet 최종 검토(B등급)"	"A.21.3을 실험 판정, 구현 검증, 당시 후보의 세 문단으로 나누고 최종 구성은 A.21.8로 안내한다. B등급은 구현 리뷰 결과임을 표시하며 960 passed를 모델 성능 검증 점수로 쓰지 않는다. “설정 파일는”은 “설정 파일은”으로 바꾼다."	"Critical/Major 수·코드 수정·960 passed·당시 후보·최종 결정"	""
"MD-58"	"보통"	"구조"	"추가 출처 확인 필요"	"정본과 해설"	"experiments/model-selection.md:1650"	"A.22를 예정 참조하지만 이 공개 문서에는 A.22가 없다. 완료한 후속 코드 수정과 아직 공개하지 않은 실험이 같은 단락에 있다."	"같은 날 밤 실행 예정(A.22)."	"“이후 실행 예정이며 이 스냅샷에는 결과 미포함”으로 표시한다. 결과가 이미 있다면 정본의 실행 출처·실측 절을 확인한 뒤 공개 스냅샷을 갱신한다. 예정을 임의로 완료로 바꾸지 않는다."	"당시 예정일·provider 러너 반영·완료한 958 passed 수정"	""
"MD-59"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1664; experiments/model-selection.md:1671"	"Gemini 2560 표는 재실행 30/30인데 3072↔2560 τ는 n=15라고 한다. 서로 다른 실행·표본 수를 같은 조건으로 읽으면 안 된다."	"gemini3072↔gemini2560(n=15) τ 0.942"	"15건은 503으로 중단한 실행의 공통 문장인지 명시한다. 가능하면 완료한 30건의 같은 ID로 일치도를 재집계한다. 재집계하지 않으면 표에 실행 ID·비교 분모·부분 실행임을 붙인다."	"503 첫 중단·30/30 재실행·기존 n=15 값·τ 0.942"	""
"MD-61"	"보통"	"주장 범위"	"연결된 원시 자료 대조"	"정본"	"experiments/model-selection.md:1678; experiments/model-selection.md:1706; experiments/model-selection.md:1766; docs/reviews/full-audit/raw-evidence.json#RAW-03"	"제목은 검수 골든 22문장·반복 n=3처럼 묶이지만 반복은 초기 30문장이다. 세 번 같은 적중률·오답 집합만으로 전체 순위의 결정론이나 반복의 의미를 일반화한다. RAW-03에서도 반복 파일 3개가 모두 30문장임을 확인했다."	"임베딩 순위는 결정론적이라 반복은 지연에만 의미가 있다"	"제목·요약에서 검수 골든 22문장 결과와 초기 30문장 반복 검사를 분리한다. “30문장 3회에서 top-1·top-3·오답 집합이 같았다”로 관측을 한정한다. 전체 순위 일치도 확인했다면 추가 근거를 명시한다."	"n=30/n=22·3회·동일 오답 집합·지연 변동·원인 미확정"	""
"MD-62"	"보통"	"주장 범위"	"연결된 원시 자료 대조"	"정본"	"experiments/model-selection.md:1703; experiments/model-selection.md:1715; experiments/model-selection.md:1766; experiments/model-selection.md:132; docs/reviews/full-audit/raw-evidence.json#RAW-02"	"qwen 2560을 로컬 최적이라고 하지만 bge와 22문장 top-1이 같고 메모리는 bge가 작다. 최적화 목표·비교 범위 없이 최종 승자로 오해할 수 있다."	"로컬 최적은 qwen@2560"	"“이번 후보 중 qwen 2560은 top-1이 bge와 동률이고 p50이 더 짧았다. 동시 상주 조건에서는 bge를 채택했다”로 선택 축을 명시한다. 단독 실행 지연 우위 등 정확한 범위를 붙여 문서 자체의 최적 표현 금지와 맞춘다."	"동률 0.909·86/109ms·동주 불가·bge 채택"	""
